carat,cut,color,clarity,depth,table,price,x,y,z
0.51,Premium,F,VS2,60.7,59.0,1402,5.16,5.19,3.14
1.21,Ideal,G,VVS2,60.6,56.0,10256,6.9,6.89,4.18
0.38,Ideal,D,VS2,60.7,56.0,808,4.69,4.74,2.86
0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
0.3,Ideal,D,VS2,61.3,56.0,670,4.32,4.36,2.66
1.5,Premium,D,SI2,59.9,60.0,10090,7.48,7.41,4.46
1.06,Very Good,E,VS1,63.0,58.0,7900,6.46,6.49,4.08
0.99,Ideal,F,SI1,62.1,58.0,6038,6.33,6.4,3.95
0.42,Very Good,D,SI1,60.2,57.0,756,4.85,4.89,2.93
1.17,Premium,H,SI1,62.3,57.0,5004,6.75,6.71,4.19
0.71,Ideal,H,SI2,62.2,55.0,2360,5.72,5.7,3.55
1.52,Premium,I,VS1,61.1,58.0,9557,7.44,7.38,4.53
1.6,Ideal,F,VS1,62.0,56.0,18780,7.47,7.52,4.65
0.41,Ideal,D,VS2,62.4,55.0,1076,4.79,4.76,2.98
1.01,Ideal,G,VS2,62.7,54.0,6937,6.43,6.47,4.04
1.33,Good,I,VS1,63.7,56.0,7090,6.96,6.92,4.42
0.58,Premium,E,SI1,58.5,55.0,1407,5.52,5.39,3.19
1.5,Good,G,SI1,60.2,61.0,9892,7.27,7.32,4.39
0.25,Premium,H,VVS1,59.8,59.0,577,4.09,4.07,2.44
0.37,Very Good,E,VS1,62.8,55.0,818,4.61,4.63,2.9
0.73,Ideal,D,VS2,62.0,56.0,3440,5.74,5.78,3.57
0.3,Very Good,G,SI1,61.0,57.0,447,4.31,4.34,2.64
0.53,Ideal,H,VS2,62.4,56.0,1314,5.17,5.18,3.23
1.13,Ideal,G,VVS1,61.2,57.0,9214,6.72,6.65,4.09
0.3,Ideal,D,VS1,62.0,54.0,661,4.3,4.34,2.68
0.95,Premium,H,SI1,62.9,58.0,3984,6.26,6.21,3.92
1.34,Ideal,H,VS2,61.9,55.0,8771,7.05,7.08,4.37
0.54,Good,D,SI1,63.2,55.0,1551,5.17,5.21,3.28
1.01,Fair,E,SI1,64.8,58.0,4480,6.34,6.29,4.09
0.69,Very Good,I,VS2,63.3,57.0,2070,5.64,5.57,3.55
1.0,Premium,E,VS1,63.0,60.0,7096,6.38,6.32,4.0
0.41,Premium,G,VS1,62.1,60.0,961,4.78,4.72,2.95
1.13,Premium,I,VS1,61.7,54.0,5316,6.74,6.71,4.15
0.48,Ideal,G,SI1,61.6,55.0,1145,5.06,5.1,3.13
0.74,Very Good,G,SI2,62.8,59.0,2262,5.71,5.76,3.6
0.81,Ideal,G,SI2,62.2,57.0,2894,5.96,6.0,3.72
1.05,Ideal,G,VVS2,61.9,57.0,8645,6.51,6.54,4.04
0.26,Ideal,G,VS1,62.5,53.0,508,4.1,4.13,2.57
0.7,Very Good,G,VVS2,62.9,59.0,2848,5.61,5.68,3.55
1.55,Ideal,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
1.86,Very Good,H,SI1,62.6,58.0,14383,7.77,7.82,4.88
0.46,Very Good,E,VS2,62.6,58.0,1245,4.91,4.96,3.09
0.71,Premium,G,VS2,60.3,60.0,2694,5.81,5.76,3.49
1.14,Ideal,H,VS2,62.0,54.0,6628,6.72,6.74,4.17
1.11,Very Good,D,SI1,61.6,57.0,5915,6.66,6.59,4.08
1.04,Premium,H,SI1,58.5,62.0,4659,6.67,6.64,3.89
0.41,Ideal,J,VS1,62.7,57.0,830,4.75,4.72,2.97
0.33,Ideal,G,VS2,61.7,55.9,604,4.45,4.49,2.75
0.7,Ideal,E,SI2,60.5,56.0,2375,5.8,5.77,3.5
1.21,Premium,F,SI2,59.9,62.0,5746,6.92,6.88,4.13
1.51,Very Good,F,VS1,58.9,60.0,14481,7.46,7.54,4.42
0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
1.0,Premium,F,SI2,62.6,58.0,4155,6.37,6.31,3.97
1.02,Good,F,VS1,63.7,57.0,7068,6.35,6.39,4.06
0.34,Ideal,G,VVS1,62.1,53.0,863,4.49,4.53,2.8
1.8,Ideal,D,SI2,62.9,54.0,7862,7.77,7.74,4.88
1.22,Ideal,F,VVS2,62.2,54.0,11870,6.83,6.87,4.26
1.17,Fair,H,SI2,60.0,66.0,4717,6.86,6.78,4.09
1.5,Premium,G,SI2,58.5,62.0,8736,7.44,7.4,4.34
0.3,Ideal,D,VS2,61.9,57.0,911,4.33,4.29,2.67
1.91,Very Good,G,SI1,63.1,59.0,15241,7.9,7.86,4.97
1.0,Very Good,G,VVS2,63.5,55.0,5914,6.36,6.3,4.02
1.22,Ideal,G,VVS2,60.0,58.0,11003,6.95,6.99,4.18
0.9,Premium,D,SI1,59.5,57.0,3689,6.29,6.21,3.72
1.73,Premium,H,SI1,61.8,59.0,9607,7.71,7.66,4.75
0.32,Ideal,E,VS2,61.8,54.0,768,4.43,4.4,2.73
1.43,Ideal,J,SI1,62.1,58.0,6546,7.23,7.16,4.47
0.5,Fair,G,VS1,67.0,61.0,1280,4.97,4.91,3.31
1.2,Premium,G,SI1,62.3,59.0,6586,6.84,6.75,4.23
1.08,Very Good,F,SI1,61.3,57.0,4816,6.62,6.6,4.05
1.07,Premium,G,VS1,59.6,58.0,5967,6.66,6.7,3.98
0.62,Ideal,H,VS1,61.4,56.0,1878,5.47,5.51,3.37
0.41,Ideal,D,SI1,61.9,55.0,744,4.77,4.8,2.96
0.55,Good,J,VS1,63.8,61.0,969,5.09,5.12,3.26
0.31,Very Good,F,VVS2,61.6,56.0,711,4.34,4.38,2.68
1.0,Good,H,SI1,62.7,60.0,4389,6.24,6.3,3.93
0.43,Premium,F,SI1,62.4,56.0,1016,4.84,4.81,3.01
1.11,Premium,D,VS2,59.5,60.0,6579,6.77,6.7,4.01
0.51,Ideal,I,VS1,61.8,56.0,1301,5.1,5.13,3.16
1.01,Premium,F,SI1,62.3,59.0,4969,6.38,6.4,3.98
0.7,Good,F,SI1,58.7,64.0,2573,5.77,5.78,3.39
1.0,Good,D,SI2,63.5,59.0,4218,6.32,6.35,4.02
0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72
0.95,Ideal,H,SI1,61.9,56.0,4508,6.29,6.35,3.91
1.01,Very Good,G,SI1,63.2,59.0,5113,6.36,6.32,4.01
1.1,Very Good,I,SI1,62.7,58.0,4356,6.54,6.58,4.11
0.34,Ideal,D,SI1,62.3,57.0,626,4.44,4.48,2.78
1.03,Premium,F,VVS2,61.3,57.0,8527,6.53,6.49,3.99
0.51,Very Good,I,SI2,63.3,58.0,995,5.09,5.02,3.2
1.06,Premium,H,SI1,61.0,60.0,5461,6.59,6.56,4.01
1.07,Ideal,E,SI2,62.4,57.0,4613,6.52,6.55,4.08
1.06,Ideal,H,SI2,62.8,57.0,4402,6.52,6.56,4.11
1.07,Good,E,VS2,63.1,56.0,7250,6.49,6.54,4.11
0.3,Ideal,G,VVS2,62.5,53.0,655,4.31,4.33,2.7
1.0,Ideal,E,SI1,62.3,55.0,5396,6.41,6.34,3.97
0.5,Premium,G,VS1,62.1,55.0,1746,5.22,5.06,3.19
0.32,Ideal,J,IF,62.2,56.0,684,4.41,4.37,2.73
0.29,Premium,E,VVS1,60.9,61.0,807,4.27,4.23,2.59
0.34,Ideal,H,IF,61.7,56.0,863,4.5,4.51,2.78
1.35,Very Good,J,VS1,62.1,56.0,5759,7.04,7.1,4.39
1.21,Premium,J,SI1,62.7,57.0,4391,6.77,6.72,4.23
1.11,Good,F,SI1,62.1,61.0,5602,6.58,6.62,4.1
0.35,Premium,D,SI2,62.3,58.0,669,4.54,4.48,2.81
0.36,Ideal,D,VS2,61.1,57.0,1094,4.62,4.58,2.81
0.33,Ideal,D,VVS1,61.0,55.0,1176,4.52,4.47,2.74
0.51,Ideal,E,VVS1,62.0,57.0,2527,5.12,5.14,3.18
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47
0.9,Very Good,G,VS2,62.5,58.0,4369,6.1,6.15,3.83
0.52,Ideal,E,SI1,60.8,55.0,1737,5.2,5.24,3.18
0.54,Premium,G,VS2,62.0,58.0,1637,5.21,5.18,3.22
1.32,Ideal,G,SI1,62.1,57.0,8231,7.02,7.05,4.37
0.3,Ideal,F,SI1,62.3,54.0,641,4.3,4.27,2.67
1.2,Good,F,VVS1,63.6,57.0,11182,6.74,6.71,4.28
1.53,Premium,H,VS1,60.8,59.0,11413,7.41,7.36,4.49
0.91,Very Good,F,SI1,60.1,58.0,3879,6.3,6.35,3.8
2.02,Premium,J,SI2,59.7,56.0,9728,8.18,8.13,4.87
0.72,Ideal,F,VVS2,62.3,57.0,3740,5.72,5.74,3.57
0.3,Very Good,E,SI2,61.7,61.0,421,4.28,4.31,2.65
1.02,Very Good,H,SI1,64.4,59.0,5047,6.24,6.36,4.06
0.73,Ideal,G,VS1,60.9,59.0,3459,5.79,5.83,3.54
0.41,Premium,F,VVS2,60.1,59.0,1192,4.82,4.79,2.89
1.71,Very Good,J,VS1,61.2,59.0,9707,7.65,7.72,4.7
1.05,Premium,F,SI2,62.3,56.0,4363,6.55,6.51,4.07
1.64,Fair,E,SI2,63.1,60.0,8954,7.58,7.5,4.75
1.11,Ideal,I,SI1,62.3,58.0,4771,6.6,6.65,4.13
0.55,Ideal,H,IF,61.5,55.0,2120,5.25,5.29,3.25
0.32,Ideal,G,SI2,61.8,55.0,450,4.4,4.43,2.73
0.41,Ideal,D,VS2,61.5,57.0,1076,4.79,4.77,2.94
0.31,Very Good,D,SI1,62.9,57.0,571,4.27,4.32,2.7
0.76,Ideal,D,VS2,60.2,56.0,3352,5.92,5.95,3.57
1.01,Fair,F,VS2,64.8,56.0,4791,6.3,6.25,4.07
0.33,Ideal,H,VVS1,62.1,53.0,730,4.48,4.5,2.79
0.9,Very Good,H,VS2,62.8,58.0,3878,6.13,6.17,3.86
1.58,Very Good,G,SI2,60.0,53.0,9037,7.59,7.64,4.57
0.32,Premium,F,VS2,62.1,59.0,645,4.35,4.41,2.72
1.17,Very Good,F,VS2,62.4,56.0,7432,6.71,6.76,4.2
0.9,Good,F,VS2,62.6,57.0,4466,6.07,6.19,3.84
0.4,Very Good,E,VS1,62.8,59.0,1053,4.63,4.67,2.92
1.08,Premium,D,VS1,61.0,59.0,8999,6.66,6.61,4.05
0.5,Premium,E,VS2,62.9,59.0,1746,5.09,5.06,3.19
1.19,Good,H,VS1,60.8,61.0,7152,6.86,6.88,4.18
1.0,Premium,G,SI1,60.8,58.0,4816,6.48,6.45,3.93
1.08,Premium,J,SI1,61.0,60.0,4173,6.62,6.57,4.02
0.58,Ideal,D,SI2,62.7,56.0,1442,5.32,5.3,3.33
0.51,Ideal,H,IF,62.1,55.0,1905,5.14,5.2,3.21
0.38,Premium,D,SI1,59.7,60.0,941,4.69,4.66,2.79
1.37,Very Good,G,VS1,58.3,60.0,10226,7.3,7.35,4.27
2.05,Very Good,G,SI1,63.4,58.0,12515,8.03,7.96,5.07
1.0,Premium,D,SI1,62.2,58.0,5723,6.45,6.34,3.98
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57
1.59,Premium,I,VS2,62.0,58.0,7479,7.44,7.39,4.6
0.42,Premium,D,SI2,60.1,58.0,898,4.88,4.83,2.92
0.94,Ideal,F,I1,61.5,55.0,2571,6.34,6.37,3.91
0.4,Premium,D,VS2,60.5,59.0,1050,4.8,4.76,2.89
1.27,Ideal,E,SI2,60.2,57.0,6383,7.09,7.14,4.28
2.03,Premium,I,VS2,60.5,62.0,16483,8.22,8.17,4.96
0.3,Premium,E,VS2,62.0,60.0,658,4.23,4.26,2.63
1.01,Good,F,SI1,62.4,59.0,5378,6.29,6.33,3.94
0.54,Ideal,E,SI1,60.3,57.0,1777,5.28,5.3,3.19
0.41,Ideal,G,VS2,62.4,55.0,827,4.73,4.76,2.96
0.57,Ideal,E,VS2,62.9,57.0,1949,5.29,5.26,3.32
0.58,Ideal,I,VVS2,62.0,56.0,1369,5.34,5.38,3.32
1.11,Ideal,E,SI2,62.0,57.0,4196,6.67,6.63,4.12
1.51,Premium,G,VS1,62.2,58.0,14674,7.35,7.29,4.55
1.53,Good,I,SI1,63.1,57.0,8095,7.28,7.34,4.61
0.7,Ideal,I,SI1,61.2,55.0,2343,5.71,5.76,3.51
0.46,Premium,E,VS1,62.0,58.0,1294,4.95,4.98,3.08
0.53,Premium,E,VS2,59.6,58.0,2061,5.36,5.32,3.18
0.38,Premium,D,VS1,62.4,59.0,1067,4.6,4.63,2.88
0.34,Ideal,G,IF,62.1,54.0,974,4.48,4.5,2.79
0.57,Very Good,G,SI2,59.4,58.0,1214,5.39,5.42,3.21
0.3,Ideal,H,VS2,62.3,56.0,491,4.27,4.3,2.67
1.51,Very Good,H,SI1,59.9,55.0,9218,7.44,7.52,4.48
0.41,Very Good,D,VVS2,61.2,62.0,1295,4.78,4.82,2.94
1.2,Premium,J,SI1,58.5,61.0,4778,6.95,6.89,4.05
0.33,Ideal,F,VS2,61.4,57.0,854,4.48,4.45,2.74
1.01,Very Good,E,SI1,59.9,59.0,5224,6.46,6.49,3.88
0.53,Very Good,G,VVS1,61.7,57.0,1948,5.19,5.22,3.21
0.37,Ideal,G,VS2,61.3,57.0,649,4.6,4.64,2.83
0.7,Premium,I,VVS1,59.1,60.0,2513,5.77,5.8,3.42
0.23,Good,F,VS1,63.2,58.0,376,3.86,3.89,2.45
0.33,Very Good,D,SI1,63.1,55.0,728,4.4,4.38,2.77
1.01,Ideal,G,VVS2,62.2,54.0,8104,6.41,6.48,4.01
0.34,Good,F,SI2,63.9,56.0,417,4.4,4.43,2.82
1.21,Ideal,G,VS1,61.8,55.0,8864,6.81,6.87,4.23
0.29,Ideal,E,VS1,60.6,55.0,619,4.33,4.35,2.63
1.51,Good,I,SI1,62.5,57.0,8242,7.25,7.32,4.55
0.57,Ideal,H,SI2,62.3,56.0,1077,5.31,5.28,3.3
0.56,Ideal,F,VS2,61.3,54.0,1814,5.37,5.34,3.28
1.34,Premium,G,SI2,62.2,56.0,6581,7.08,7.0,4.38
1.02,Premium,F,SI2,60.2,61.0,4238,6.52,6.48,3.91
0.5,Premium,D,VS2,62.9,61.0,1845,5.03,4.96,3.14
0.37,Premium,G,VS2,59.7,61.0,944,4.72,4.66,2.8
0.38,Ideal,G,VS1,60.8,56.0,1069,4.71,4.66,2.85
0.41,Very Good,E,VS1,59.8,61.0,1079,4.79,4.85,2.88
1.51,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5
0.7,Good,G,SI1,63.7,60.0,2150,5.57,5.51,3.53
0.3,Ideal,F,IF,62.1,55.0,886,4.31,4.35,2.69
2.17,Ideal,I,SI1,60.4,56.0,17381,8.43,8.36,5.07
1.24,Premium,G,SI1,58.9,58.0,6145,7.08,6.98,4.14
1.6,Ideal,G,VS2,61.9,56.0,15000,7.53,7.47,4.64
0.56,Premium,E,VS1,60.1,61.0,1882,5.38,5.31,3.21
0.38,Ideal,E,VVS2,59.9,61.0,1008,4.71,4.74,2.83
0.32,Very Good,I,VS2,61.1,57.0,449,4.39,4.42,2.69
0.31,Ideal,G,IF,61.9,55.0,891,4.35,4.38,2.7
0.53,Very Good,G,SI1,61.0,55.0,1219,5.21,5.32,3.21
0.41,Good,G,SI2,63.4,58.0,611,4.7,4.73,2.99
2.05,Premium,G,SI1,62.2,56.0,13767,8.19,8.08,5.06
1.2,Ideal,H,VS2,61.2,59.0,7072,6.84,6.89,4.2
0.38,Very Good,E,SI1,62.8,58.0,701,4.6,4.63,2.9
0.71,Ideal,H,VS1,62.1,55.0,2209,5.68,5.72,3.54
1.0,Premium,F,VS2,60.7,58.0,6899,6.45,6.36,3.89
0.73,Premium,I,VS1,61.8,62.0,2197,5.78,5.72,3.55
2.01,Very Good,I,VS1,64.4,56.0,16811,7.84,7.9,5.07
0.7,Ideal,J,VS2,61.8,53.0,1874,5.73,5.76,3.55
1.18,Very Good,E,I1,63.3,57.0,3965,6.7,6.64,4.22
0.3,Ideal,G,VVS1,62.3,54.0,789,4.31,4.33,2.69
1.28,Premium,H,VS2,59.4,60.0,5878,7.07,7.03,4.19
0.41,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98
0.33,Ideal,J,VVS1,62.1,54.0,509,4.45,4.47,2.77
0.32,Ideal,D,VS2,61.8,57.0,972,4.36,4.35,2.69
0.7,Ideal,D,SI1,62.5,55.0,2726,5.68,5.72,3.56
0.38,Very Good,G,VS1,60.7,55.0,1031,4.71,4.74,2.87
0.32,Good,D,SI1,63.8,55.0,706,4.36,4.35,2.78
0.71,Ideal,G,SI1,62.1,56.0,2650,5.69,5.74,3.55
0.41,Very Good,H,SI1,62.9,55.0,683,4.75,4.82,3.01
1.01,Fair,E,SI2,56.8,66.0,3991,6.63,6.58,3.75
2.0,Good,J,SI1,64.2,61.0,11988,7.72,7.69,4.95
0.5,Ideal,G,SI2,60.7,56.0,1180,5.13,5.18,3.13
1.01,Premium,E,SI2,59.5,60.0,3801,6.59,6.53,3.9
0.32,Very Good,I,VS1,63.1,56.0,648,4.4,4.38,2.77
0.73,Ideal,D,SI1,60.2,56.0,2632,5.86,5.94,3.55
0.7,Ideal,I,SI2,61.3,57.0,1961,5.7,5.73,3.5
1.1,Premium,F,SI2,62.0,59.0,4928,6.62,6.6,4.1
0.73,Ideal,F,VS1,61.1,57.0,3140,5.8,5.89,3.57
1.5,Fair,D,SI2,68.8,57.0,7469,6.9,6.86,4.73
1.21,Premium,E,SI2,61.0,58.0,4933,6.93,6.88,4.21
0.51,Premium,H,SI1,60.4,58.0,1195,5.21,5.19,3.14
0.31,Ideal,D,VS2,62.1,54.0,942,4.41,4.35,2.72
0.33,Ideal,E,VS2,62.1,57.0,723,4.41,4.44,2.75
1.22,Premium,J,SI2,62.6,59.0,3156,6.79,4.24,3.76
0.38,Ideal,G,VS1,61.5,57.0,794,4.66,4.71,2.88
0.3,Premium,H,VVS1,61.3,58.0,593,4.3,4.32,2.64
0.43,Premium,F,SI2,61.8,57.0,871,4.88,4.83,3.0
0.35,Premium,H,VS1,61.3,59.0,614,4.54,4.57,2.79
0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16
1.0,Good,G,VS1,62.4,62.0,6177,6.33,6.37,3.96
0.55,Ideal,E,VS2,62.0,55.0,1816,5.26,5.28,3.27
0.6,Very Good,E,SI2,62.8,56.0,1385,5.41,5.45,3.41
2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
0.3,Ideal,G,VVS1,62.2,57.0,764,4.3,4.32,2.68
1.04,Premium,H,VS2,62.7,61.0,5416,6.48,6.44,4.05
0.3,Premium,H,VS1,62.3,58.0,526,4.26,4.28,2.66
1.21,Premium,G,VS1,59.5,58.0,8456,7.01,6.97,4.16
1.02,Premium,H,VS2,62.5,60.0,5217,6.38,6.43,4.0
0.52,Very Good,E,SI1,62.7,57.0,1389,5.1,5.14,3.21
0.56,Very Good,F,VVS1,61.7,56.0,2321,5.26,5.3,3.26
0.48,Good,F,VS1,61.5,60.7,1268,4.99,5.05,3.09
0.33,Very Good,E,VVS2,59.8,58.7,893,4.47,4.51,2.68
0.31,Premium,H,SI1,62.4,60.0,573,4.34,4.32,2.7
0.32,Ideal,G,VVS2,61.8,55.0,936,4.43,4.41,2.73
0.3,Very Good,J,VS1,63.5,58.0,506,4.27,4.24,2.7
0.33,Ideal,F,VS1,62.8,55.0,765,4.41,4.45,2.78
0.33,Premium,H,VS2,61.7,59.0,668,4.42,4.39,2.72
0.51,Ideal,D,VS2,60.5,56.0,1767,5.21,5.2,3.15
1.27,Premium,I,SI2,61.4,59.0,5249,6.98,6.94,4.27
0.75,Ideal,E,SI1,61.4,56.0,3419,5.83,5.89,3.6
0.31,Ideal,G,SI1,61.6,57.0,493,4.32,4.35,2.67
0.93,Very Good,J,VS2,61.1,59.0,3180,6.32,6.34,3.87
0.33,Very Good,D,VS2,62.9,54.0,660,4.4,4.44,2.78
0.7,Ideal,D,SI2,61.6,56.0,2384,5.73,5.69,3.52
1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57
0.52,Ideal,I,VS1,61.5,56.0,1357,5.19,5.16,3.18
0.5,Premium,E,SI1,62.3,60.0,1155,5.16,5.08,3.19
1.29,Very Good,F,I1,58.2,61.0,3774,7.11,7.15,4.15
0.4,Ideal,G,IF,62.2,55.0,1333,4.73,4.76,2.95
0.98,Premium,F,SI2,62.3,56.0,3485,6.44,6.35,3.98
1.25,Very Good,H,VS2,62.1,56.0,7305,6.91,6.96,4.31
0.9,Very Good,E,VS2,61.3,58.0,5887,6.16,6.23,3.8
0.71,Ideal,H,VVS1,61.8,56.0,3014,5.7,5.75,3.54
0.4,Ideal,D,VVS2,62.0,56.0,1323,4.74,4.71,2.93
1.51,Good,J,SI1,63.5,58.0,6851,7.24,7.29,4.61
0.91,Very Good,J,SI1,63.5,58.0,2905,6.17,6.12,3.9
1.27,Premium,G,VVS2,61.0,58.0,10203,6.96,7.01,4.26
0.67,Good,E,VS2,61.6,61.0,2270,5.57,5.6,3.44
0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81
0.32,Ideal,F,VS2,61.4,55.0,781,4.42,4.44,2.72
0.55,Ideal,F,VS1,60.3,57.0,1682,5.32,5.37,3.23
0.42,Ideal,D,VVS1,61.8,55.0,1621,4.85,4.83,2.99
1.52,Premium,I,SI2,59.8,62.0,8010,7.47,7.41,4.45
1.4,Very Good,I,VS2,59.2,60.0,7702,7.35,7.3,4.34
0.55,Premium,D,VS2,61.6,56.0,1894,5.33,5.28,3.27
0.32,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65
2.21,Premium,H,SI2,62.9,60.0,13369,8.27,8.23,5.19
0.3,Good,D,VS1,64.3,56.0,610,4.22,4.27,2.73
1.1,Very Good,H,VVS2,59.7,57.8,6497,6.7,6.76,4.01
0.41,Premium,E,VVS1,61.2,62.0,1241,4.78,4.76,2.92
2.53,Premium,H,SI2,59.6,59.0,17591,8.9,8.82,5.29
0.71,Premium,I,SI2,60.3,58.0,1821,5.72,5.78,3.47
1.43,Very Good,J,VS2,62.8,56.0,6579,7.13,7.19,4.5
0.78,Premium,G,SI2,60.6,58.0,2486,6.02,5.99,3.64
0.41,Very Good,G,VS1,60.5,56.0,823,4.83,4.85,2.93
1.5,Fair,F,SI2,65.4,58.0,7644,7.17,7.1,4.67
0.78,Ideal,I,VS1,61.9,56.0,3105,5.91,5.94,3.67
0.76,Very Good,G,VS2,59.8,58.0,2726,5.92,5.96,3.55
1.07,Premium,E,SI2,61.3,59.0,5033,6.64,6.58,4.05
0.53,Ideal,F,VS2,61.6,56.0,2290,5.26,5.23,3.23
0.31,Ideal,H,VVS2,62.5,55.0,625,4.34,4.37,2.72
0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
1.01,Good,G,SI2,63.7,59.0,4135,6.38,6.31,4.04
0.74,Good,D,SI1,63.1,59.0,2753,5.71,5.74,3.61
0.59,Very Good,G,VS2,61.5,59.0,1618,5.32,5.41,3.3
0.41,Ideal,E,SI1,61.8,56.0,705,4.77,4.78,2.95
0.73,Very Good,F,VS2,62.7,58.0,2939,5.73,5.75,3.6
0.3,Ideal,I,VVS2,62.2,56.0,515,4.27,4.31,2.67
1.76,Very Good,H,SI1,63.0,63.0,9336,7.65,7.63,4.81
0.39,Premium,G,VS2,61.2,60.0,1009,4.73,4.68,2.88
1.79,Premium,G,VS1,61.7,59.0,18419,7.85,7.74,4.81
0.31,Premium,D,VS2,61.7,59.0,734,4.31,4.34,2.67
1.0,Ideal,F,SI2,61.3,57.0,4425,6.4,6.46,3.94
1.21,Very Good,I,SI2,63.2,57.0,5014,6.7,6.66,4.22
0.39,Very Good,E,VS2,60.0,56.0,808,4.76,4.81,2.87
1.12,Ideal,H,SI1,60.9,57.0,5818,6.7,6.73,4.09
0.23,Very Good,F,VVS2,61.0,59.0,465,3.93,3.97,2.41
0.31,Ideal,F,VVS2,62.2,53.0,706,4.37,4.41,2.73
1.69,Ideal,F,SI1,63.0,57.0,13872,7.62,7.55,4.78
0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
0.92,Ideal,I,SI1,61.7,56.0,4457,6.2,6.23,3.83
1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
1.11,Premium,H,SI1,61.5,59.0,5315,6.69,6.64,4.1
0.73,Ideal,F,SI2,62.1,56.0,2276,5.77,5.8,3.59
0.52,Ideal,I,SI1,61.8,56.0,1075,5.15,5.18,3.19
0.24,Very Good,F,VVS2,61.4,57.0,538,4.03,4.06,2.48
1.52,Premium,D,SI2,59.8,60.0,10623,7.5,7.42,4.46
0.62,Fair,F,SI1,55.1,66.0,1641,5.85,5.7,3.18
0.3,Ideal,D,VS2,61.0,55.0,778,4.38,4.34,2.66
1.52,Ideal,H,SI1,60.1,60.0,9235,7.5,7.42,4.48
0.31,Ideal,D,VS2,62.1,54.0,734,4.33,4.37,2.7
0.31,Premium,G,VS1,62.1,58.0,695,4.36,4.31,2.69
0.53,Ideal,H,VS2,62.3,54.0,1353,5.19,5.21,3.24
1.53,Premium,F,SI2,60.9,60.0,7685,7.5,7.37,4.53
0.4,Ideal,F,VVS1,61.7,57.0,1128,4.72,4.75,2.92
0.3,Very Good,G,VVS2,62.3,59.0,684,4.25,4.29,2.66
0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83
0.26,Ideal,H,VS1,61.9,55.0,448,4.1,4.13,2.55
1.51,Ideal,E,SI2,61.9,56.0,10588,7.31,7.36,4.54
0.52,Ideal,F,VS2,62.3,57.0,2246,5.18,5.13,3.21
0.51,Ideal,D,VS1,62.5,57.0,1779,5.08,5.13,3.19
0.31,Premium,G,VVS2,61.5,58.0,907,4.34,4.31,2.66
0.73,Good,H,VS1,64.1,58.8,2673,5.63,5.67,3.62
1.59,Fair,I,SI2,65.2,58.0,7080,7.28,7.24,4.73
1.01,Premium,E,SI1,62.6,58.0,5599,6.32,6.3,3.95
1.0,Very Good,E,SI2,61.2,58.0,4777,6.37,6.41,3.91
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61
2.01,Ideal,G,SI2,61.7,57.0,18259,8.13,8.1,5.01
2.32,Good,J,SI1,60.3,61.0,13654,8.56,8.52,5.15
0.5,Good,E,SI1,61.8,62.0,1259,5.05,5.08,3.13
0.7,Premium,G,SI1,58.6,62.0,2375,5.83,5.8,3.41
0.3,Very Good,F,VS2,62.7,58.0,605,4.25,4.3,2.68
0.59,Ideal,E,SI1,61.7,56.0,1633,5.35,5.45,3.33
0.35,Ideal,H,IF,61.7,54.0,859,4.53,4.55,2.8
1.91,Premium,I,SI1,60.9,53.0,13367,8.11,8.07,4.93
0.33,Good,I,SI1,63.6,57.0,445,4.39,4.42,2.8
0.3,Premium,E,VS2,62.0,60.0,844,4.26,4.23,2.63
0.5,Very Good,F,VS2,61.4,59.0,1615,5.1,5.12,3.14
0.57,Ideal,G,SI1,62.1,56.0,1384,5.28,5.32,3.29
0.54,Premium,E,VS2,59.6,59.0,1555,5.32,5.26,3.16
1.01,Ideal,G,SI1,63.0,57.0,5555,6.37,6.4,4.02
0.79,Premium,E,VS2,62.1,59.0,3628,5.9,5.86,3.65
0.4,Very Good,G,SI1,61.6,59.0,702,4.66,4.72,2.89
0.32,Ideal,I,VS2,62.5,57.0,449,4.35,4.39,2.73
0.52,Premium,F,VS1,61.7,56.0,1872,5.17,5.14,3.18
0.34,Ideal,D,VS2,62.5,57.0,1033,4.47,4.4,2.77
